t,total,max_pen,KE_slab,KE_body1,KE_body2,KE_body3,KE_body4
0.1255,3.3501103,0,3.2529954,0.88509386,1.0190915,1.2557285,1.1142569
0.126,3.2956077,0,3.9056407,0.88004604,1.0136746,1.2497146,1.0963925
0.1265,3.241472,0,4.5611254,0.87501266,1.008272,1.2437152,1.0786727
0.127,3.1876996,0,5.2023132,0.86999371,1.0028839,1.2377301,1.0610977
0.1275,3.1342867,0,5.8127866,0.8649892,0.9975102,1.2317595,1.0436672
0.128,3.0812299,0,6.3772852,0.85999912,0.99215095,1.2258034,1.0263813
0.1285,3.0285257,0,6.8820747,0.85502348,0.98680614,1.2198616,1.0092397
0.129,2.9761705,0,7.3152393,0.85006227,0.98147576,1.2139344,0.99224238
0.1295,2.9241612,0,7.6668963,0.8451155,0.97615982,1.2080215,0.97538917
0.13,2.8724945,0,7.9293389,0.84018316,0.97085831,1.2021231,0.95868012
0.1305,2.8211672,0,8.0971175,0.83526526,0.96557124,1.1962391,0.94211533
0.131,2.7701762,0,8.1670708,0.8303618,0.96029861,1.1903695,0.92569488
0.1315,2.7195184,0,8.1383191,0.82547277,0.95504041,1.1845144,0.90941887
0.132,2.6691908,0,8.0122281,0.82059818,0.94979665,1.1786737,0.89328734
0.1325,2.6191906,0,7.7923468,0.81573802,0.94456732,1.1728475,0.87730031
0.133,2.5695148,0,7.484321,0.81089229,0.93935242,1.1670357,0.86145771
0.1335,2.5201608,0,7.0957775,0.80606101,0.93415197,1.1612383,0.8457595
0.134,2.4711255,0,6.6361736,0.80124416,0.92896594,1.1554554,0.8302056
0.1345,2.4224065,0,6.1166052,0.79644174,0.92379436,1.1496869,0.81479598
0.135,2.374001,0,5.5495685,0.79165376,0.9186372,1.1439328,0.79953063
0.1355,2.3259064,0,4.9486751,0.78688021,0.91349449,1.1381932,0.78440957
0.136,2.2781201,0,4.3283217,0.7821211,0.90836621,1.132468,0.76943284
0.1365,2.2306396,0,3.703324,0.77737643,0.90325236,1.1267572,0.75460049
0.137,2.1834624,0,3.0885266,0.77264619,0.89815295,1.1210609,0.73991253
0.1375,2.1365861,0,2.4984038,0.76793038,0.89306798,1.115379,0.72536899
0.138,2.0900082,0,1.9466687,0.76322901,0.88799744,1.1097115,0.71096985
0.1385,2.0437265,0,1.4459086,0.75854208,0.88294134,1.1040585,0.69671509
0.139,1.9977384,0,1.0072595,0.75386958,0.87789967,1.0984199,0.68260468
0.1395,1.9520419,0,0.64013361,0.74921152,0.87287243,1.0927958,0.6686386
0.14,1.9066345,0,0.35200678,0.74456789,0.86785964,1.0871861,0.65481684
0.1405,1.861514,0,0.14827031,0.7399387,0.86286127,1.0815908,0.6411394
0.141,1.8166783,0,0.032146602,0.73532394,0.85787735,1.0760099,0.6276063
0.1415,1.7721252,0,0.0046658199,0.73072362,0.85290786,1.0704435,0.61421755
0.142,1.7278526,0,0.064698303,0.72613774,0.8479528,1.0648916,0.60097317
0.1425,1.6838583,0,0.20903614,0.72156629,0.84301218,1.059354,0.58787316
0.143,1.6401402,0,0.4325173,0.71700927,0.838086,1.0538309,0.57491753
0.1435,1.5966964,0,0.72818622,0.71246669,0.83317425,1.0483223,0.56210627
0.144,1.5535247,0,1.0874854,0.70793855,0.82827693,1.042828,0.54943937
0.1445,1.5106232,0,1.500474,0.70342484,0.82339405,1.0373482,0.53691682
0.145,1.46799,0,1.9560697,0.69892557,0.81852561,1.0318829,0.52453861
0.1455,1.4256231,0,2.4423106,0.69444073,0.8136716,1.0264319,0.51230474
0.146,1.3835205,0,2.9466355,0.68997033,0.80883203,1.0209955,0.50021522
0.1465,1.3416805,0,3.456176,0.68551436,0.80400689,1.0155734,0.48827004
0.147,1.3001011,0,3.9580599,0.68107283,0.79919619,1.0101658,0.47646922
0.1475,1.2587804,0,4.4397155,0.67664573,0.79439993,1.0047726,0.46481276
0.148,1.2177167,0,4.8891749,0.67223307,0.78961809,0.99939386,0.45330066
0.1485,1.1769082,0,5.2953631,0.66783485,0.7848507,0.99402955,0.44193293
